sentiment,message,tweetid
0,"@nytimes @waide_kathy You got to be kidding, the NYT, this is suppose to be legit, so fake, they have climate change wrong.",895031005295267840
0,RT @jay_zimmer: Icebergs for global warming ,793947026379546624
2,RT @ReutersScience: Trump team memo on climate change alarms Energy Department staff ,807533056324202496
-1,@BySajaHindi @NOAABrauer global warming isn't a thing!,830180974696734724
-1,"RT @DavidKirklandJr: Scott Pruitt is right. The sun is the main driver of 'climate change.' 

You don't have to be a scientist to know this…",840003247393857537
1,"RT @GreenpeaceCA: Maple syrup may struggle to survive climate change - what are we going to do about this, Canada?
",953746693312466945
1,RT @theecoheroes: Snow-free images of Arctic polar bears show the harsh reality of climate change #environment #Arctic #climatechange…,815085051549458432
2,Did climate change make Hurricane Harvey worse? ,901140642818084864
1,"RT @CollegeDemsOSU: .@SenJeffMerkley Is on ����fire���� tonight, outlining the effects of climate change on Oregon's forests, farms, and marine…",849515840722665474
2,"RT @Hope012015: The Mercers, Trumpâ€™s billionaire megadonors, ramp up climate change denial funding ",955452151702188033
1,"RT @seannscruggs: Rain drop
Drop top

Now that I got your attention, we need to work together to end global warming.",812864179497476100
0,"Niggas asked me what my inspiration was, I told'em global warming, you feel me? #cozy",793481685354573824
1,Can we save the snow leopard from climate change? – Christian Science Monitor ,658462940190896128
0,"RT @TrueFactsStated: Tie Trump and R incumbent together on tax breaks for wealthy, increasing uninsured, climate change, common sense gu…",928398104327524353
1,Our new #SDGscorecard. #Target13.1 Combating #climate change has an F grade. Let$q$s do more @FAOForestry @UNFCCC @IFSAdotnet @WeAreGEMSTONE,645917245982552064
2,RT @ShiCooks: Researchers Reveal How Climate Change Killed Mars ,662856678493196288
1,Unite in the fight against climate change. Take the pledge Ã‚Â» ,798913856580026368
2,RT @09Clive: Lord Krebs: scientists must challenge poor media reporting on climate change ,728160876411265024
1,"RT @cathmckenna: 'Instead of debating whether reducing carbon emissions is too expensive, we should consider how much climate changeÃ¢â‚¬Â¦",799641734124687362
1,RT @janeosanders: A focus on climate change is essential for our future. Good policies are being rolled back with no media coverage.…,925191463637585920
1,"Big snowfall, a cooler ocean and, yet, more signs of global warming ",953462745961246721
1,".@JSHeappey Congrats on being elected. Please don't let the DUP call the shots on abortion, gay rights or climate change. #DUPdeal",873991722979790850
2,UN Women calls for women to be heard at all levels of decision-making regarding climate change.'… ,924294798541979648
1,Three Smart Ways Design Can Help Fight Climate Change ,672394073492365312
2,RT @WashTimes: Climate change whistleblower alleges NOAA manipulated data to hide global warming 'pause' - @washtimes @NOAA…,828766709804826624
2,Police in #France Use Tear Gas on Protesters Ahead Climate Change Summit: ,671019640177434624
1,"RT @BrianBrownUCA: New coal mines, with what we know about dangerous climate change, is akin to vandalism ",959310674731024390
2,RT @climatechange_a: EPA chief: Seize the economic opportunity in climate change - Business Green http://t.co/ms0vjCkl8y,603374263899414530
1,"RT @RBReich: As the rest of the world mobilizes to save the planet, Trump calls climate change a hoax for the sake of fossil fue…",928023839430373376
1,RT @CatherineForNV: I believe in science. I believe in climate change. Let's protect our precious resources including the air we breathe &amp;Ã¢â‚¬Â¦,796649870517907456
1,RT @awuillermin: you know what im SO stoked on? the fact that people elected a president who openly regards global warming as a 'hoax'. tha…,835892550825357312
1,"RT @Loolovestea: Joanna, M4 15 says she felt she had to do something to fight climate change #GuiltyNotGuilty #OurClimateCrisis… ",811935723628728321
-1,@amdugg if global warming was the case their would be less storms as the variance of cold air vs warm air would be smaller,905472341093834752
0,"RT @daveanthony: btw, if you’re in Arizona right now. Don’t walk your pets. And enjoy climate change. ",877352247063007233
-1,Explain that my global warming advocates. ,834762753835409410
0,@EnergyInDepth @NYCMayor Why are you wasting money on this? Feel free to promote this for people who donâ€™t believe in climate change.,956687387140255744
1,"RT @eacrunden: Around 50% of all U.S. military sites around the world are imperiled by climate change, per a report from the Pentagon. Thatâ€¦",958163706495623168
1,Check out prof @jonlittman and Susanna Camp’s new article to learn about new solutions to combating climate change.… ,852925677561151490
1,"RT @justcatchmedemi: GlblCtzn: 'We must stand with every child who is uprooted by war, violence and poverty and climate change.'@ddlovato h…",883110017993383936
1,"@icouldbeannyone IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at ",793567352600354816
1,I just joined @NatGeoChannel @21CF in combating climate change. Take action #BeforeTheFlood ,794955835705147392
0,RT @sdmoores: As we've been saying all along: the argument for low carbon technology isn't climate change. It's clean air. Clean air is theâ€¦,956594858017173504
2,"RT @climatehawk1: Carbon dioxide must be removed from atmosphere 2 avoid extreme #climate change, say scientists…",888195714974613506
-1,"RT @SteveSGoddard: 1934 was the hottest year on record in the US. That didn't suit the global warming agenda, so @NASA erased the heat…",887995857471102977
2,Scientists in search for 'Goldilocks' oyster to adapt to climate change ,897698461281378306
-1,@dailykos But there is no global warming. Ha!,856200946799587333
0,RT @AOMGAUSTRALIA: Conclusion; theyre saving us from global warming,866186222577872897
-1,RT @ian_mckelvey: Republicans don't ignore 'climate change'. We simply recognize it for what it is: a very large-scale wealth redistr…,842510299789893632
1,"RT @TimBuckleyIEEFA: While some continue to deny science and debate if we should do anything, climate change impacts are clear and growi…",867274662228639744
1,"RT @CarbonBubble: EPA chief Scott Pruitt: Carbon dioxide not a main cause of global warming. 

Meanwhile, temperatures keep rising. ",839966625356980224
1,"While Ted and Kevin are having their morning chuckle about climate change, could they address how 4 million peopleâ€¦ ",956958379318095874
1,RT @kurteichenwald: Conservs can keep pretending climate change is a hoax but other countries arent gonna be putting up with it anymore. htÃ¢â‚¬Â¦,798639776433770496
2,China to Launch Nationwide Scheme to Cut Global Warming Pollution http://t.co/mSHC91x5PL,647784075193745409
1,Coral bleaching caused by global warming is a major threat to the habitat of hawksbills ,850474530481025026
-1,"@X_USAF_E7 @SenSanders @MatthewModine When it's cold, it's global warming. When it's hot, it's global warming. #liars",807575305481109505
-1,RT @tan123: 'just some points to bring in to question the militant orthodoxy of the current climate change universe' ,846090215139749890
1,RT @LeeCamp: 44% of honey bee colonies died last year due to climate change &amp; pesticides. Most of great barrier also dead. When bees &amp;ocean…,860864378572333056
2,RT @DHBerman: EPA's Scott Pruitt: Hurricane Irma isn't the right time to talk about climate change ,906149090609778692
1,"RT @some_yeo: Finally, climate change is being taken seriously. Ben &amp; Jerry$q$s have released a climate change flavoured ice-cream. 
http://t…",604205205752791040
2,"&lt; Trump taps climate change skeptic Scott Pruitt to Head EPA

",807200628128813057
1,"RT @ensiamedia: Challenges, yes. But solutions, too. Seven regions poised to feel climate change pain â€” and what theyâ€™re doing about it httâ€¦",955186057292734466
1,"@MzVelmaBeasley Also Yes climate change, again we are the only nation on earth not worried...",868246062917705728
1,Sorry @nytimes but the true delusion is climate change denial. ,853286571428196352
1,"RT @StephenWoroniec: ADB warns of 50% more rain under climate change, but continues to fund fossil fuel production
#gas #cleancoal…",886685257210134528
2,"RT @thehill: Trump budget eliminates dozens of EPA programs, climate change research: ",842346107443257344
1,"Double gouging, I'd say; since they are the parties that have contributed to climate change. ",908402955484876801
0,"RT @almostjingo: @Larrypolya22 @ThomasWictor Apparently Iran is in protest because of climate change... 
",953120362786689027
0,"RT @StarvingHartist: If EPA scientists aren't allowed to talk about climate change, I bet they try nonverbal cues like wearing a scuba suit…",824637559456141314
1,RT @cnni: 'One issue your great-great-great grandchildren will talk about in reference to the Trump years is climate change' ,796414427839025152
1,Perspective - Now think about Climate Change #climatechange  ,606601226860556288
2,"Scott Pruitt's latest climate change denial sparks backlash from scientists, environmentalists ",840238882755100672
2,OECD says energy taxes in developed economies too low to fight climate change ,963578072090927104
0,RT @RyanMaue: It's clear from last 50-years of global tropical storm &amp; hurricane counts that any possible climate change signal h…,880657047741763584
1,"Act now before entire species are lost to global warming, say scientists: ",834602659151745028
1,"RT @STARRNEWS: The Horizon: Fisheries &amp; Climate Change

We want the fisher folks to be aware of climate change and know what to do to sustaâ€¦",957323754086035457
1,"After last week's storm, we need to talk about climate change ",953582206617882624
1,"How big of a problem has climate change already become?
",960146017726365697
-1,RT @gregghoulden: RT @region9teaparty: HuffPo: Combating Climate Change Is ‘Best Way to Fight ISIS’ ,666424496216104960
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793296166708469760
1,"Just to be clear: there's no such things as climate change, but praying can make it rain.",958126909984034817
1,RT @TOFilmFiles: #HotDocs16: @AoConsequences is an unflinching indictment on how climate change leads to global instability. Intense &amp; nece…,728248988659556352
-1,@NPRnewsclimate climate change is a trojan horse to destroy the western way of life&amp; take us back to the stone ages ,668896411400970241
2,The 'simple question' that can change your mind about global warming - CNN ,849806420065349632
2,"Cricket and golf join snowsports under threat from climate change
",960134260991635456
2,"£600,000 boost for Africa climate change projects ",909451937006862336
1,RT @Fusion: America is about to become the only country in the world with a leader who doesnÃ¢â‚¬â„¢t think global warming is real.Ã¢â‚¬Â¦,797546354373365760
0,"@Mark_Baden Wow, it's warm out.
All those lives saved from treacherous winter driving conditions have global warming to thank.",833891241658089472
1,RT @shazbkhanzdaGEO: Smog is dangerous.Reason is pollution.we need to act and act now.climate change is the biggest threat to the world httÃ¢â‚¬Â¦,794414875892154368
-1,@ChelseaClinton The whole notion of climate change is mere folly and a big hoax. The earth has gone through many clâ€¦ ,955570591272235009
2,#Climate Change Is Moving the North Pole ,718729083228712960
1,RT @jeremynewberger: Here's an accomplishment Trump could do in his first 100 days. Don't be a total asshole on the climate change issue. #…,858383084093394945
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,797883973837918208
2,"RT @furgi1983: Al Gore would have lost global warming bet, academic says ",955327201511010304
1,RT @sciencemagazine: Climate change is causing bigger seasonal CO2 swings at higher latitudes: ($) ,699825814658015232
0,"RT @TheRichWilkins: @HillaryClinton @algore @JohnKerry 31. So in conclusion- economic anxiety, climate change, global power shifts, edu…",896404676333248514
1,RT @jjvincent: trump's position on climate change will kill the planet (faster) ,796751564622983168
0,RT @BecketAdams: Wait Ã¢â‚¬Â¦ youÃ¢â‚¬â„¢re turning on all the lights in honor of a climate change agreement? ,795039236218986496
1,"RT @HowardYLAPE: Ernst on Large Igneous Provinces: 'The most dramatic climatic effect is global warming due to greenhouse-gases'
",842931329222262784
-1,"RT @theblaze: Anti-Trump actor fights global warming, but won’t give up 14 homes and private jet ",884756549184434176
2,RT @ClimateChangRR: Marrakesh sends out strong signal on climate change ,799955467980144640
1,RT @FrankTheDoorman: 97% of scientists believe climate change is man-made. The other 3% believe Sarah Huckabee Sanders is a scientist.,954389555964235777
0,@PerezHilton glad he didn$q$t blame climate change on this horrific incident! God bless America and keep us all safe!! Prayers to the victims!,672459124723032064
0,"@edinburghpaper Not Nuclear War, not climate change, not poverty. Fake Toys.....",911240652314304514
1,"PopSci: China to Trump: Actually, no, we didn't invent climate change ",799659500194164736
0,RT @SteveSosna4NY: Looking forward to @capitalweather thoughts RE: global climate change. Especially w/ our new President elect saying ourÃ¢â‚¬Â¦,796460648968388608
1,remember that time global warming literally took away our winter,806333300742598656
0,No we haven't. What an idiotic statement. Humans have been constantly adjusting to climate change since the caveman. ,958633600458678272
1,"RT @JolyonMaugham: Pollution, climate change - these things which imperil our very survival - don't observe national borders. We combat the…",815178157154271232
1,RT @NEI: Obama admin $q$making it clear$q$ that nuclear energy is important in fight against climate change ,662377685285535744
-1,RT @AnotherDawg: @CaptialBusLoan @ImmoralReport @DarHuddleston Today's global threat is NOT 'global warming'! It is SOROS &amp; son #crookedcli…,803093033008951296
-1,RT @winsomewaif: We need to ban Obama on TeeVee. ,673587337935380480
1,@AyoAtitebi covfefe thinks climate change is covfefe... He's a big mistake,870389246795943936
1,RT @Maxxadam64: Amazing footage of the man who's planning to oust Issa. He pins him on climate change denial like a CHAMP. ,843462667708878848
2,RT @tveitdal: Climate change: Australia$q$s big banks urged to reject new loans for coal projects ,732840375077986304
0,"RT @SaintBigfoot: REMINDER: Due to global climate change, thoughts and #prayers can no longer travel through the atmosphere. Direct a…",915257850225709057
1,"RT @IGG_NL: UN climate change conference COP22 is kicking off in Marrakesh, Morocco - it's #ActionTime! Follow the Dutch delegaÃ¢â‚¬Â¦",795581065356316676
1,RT @Earthjustice: BREAKING: Trump to issue a sweeping exec order that will undermine critical action to fight climate change tomorrow…,846595003845660673
1,"RT @LindaBach14: Sustainable finance plays a key role in addressing anthropogenic climate change.
Great conference on closing the gap betweâ€¦",951681124908109824
-1,"RT @JunkScience: Contrary to its seal, we caught Harvard and its researchers in a big fat global warming lie. http://t.co/yDLjYhSrT0 http:/…",606664184395239425
2,"RT @timesofindia: India, China already showing strong leadership to combat climate change: UN environment chief…",870542087460093954
2,"Land-clearing laws$q$ failure jeopardises climate change targets, says minister

",767040339970560001
1,"Anti Vax
Pro life
Believes climate change is a hoax
Doesn't accept evolution as scientific
Has a 10y.o. as commandeÃ¢â‚¬Â¦ ",796820308149895168
0,UK: Hulk Hogan boasts about denying climate change with ginger hair. 'We're all getting screwed' says Trump.,959433450007625728
-1,RT @hockeyschtick1: 'When climate change warriors can’t keep their stories straight' ,849037770462945281
2,RT @sciam: Dozens of military and defense experts advised President-elect Trump that global warming should transcend politics.Ã¢â‚¬Â¦,799164290225709056
1,RT @jonathanchait: Grim @CoralMDavenport reporting on Trump's plan to destroy progress to limit climate change ,796863157901869056
0,RT @HMIBBook: Natural gas prices are on the rise due to extreme cold weather...global warming better step up its game before it makes the Lâ€¦,954744601058926594
-1,"RT @ShamIAmNot: I made a list of signs from racing that global warming isn$q$t real!

P.S. This isn$q$t actually political, so don$q$t ;) ",671498797005062145
1,@thehill 'wayne tracker' tillison is about to be indicted on charges he hid climate change evidence for years with exxon...,843123670868549633
2,"RT @thehill: Hundreds of toxic Superfund sites could be damaged by climate change, causing major risk to surrounding areas: report ",944191522618200067
1,"RT @ColMorrisDavis: $q$The softer side$q$ - @GovPenceIN is against a woman$q$s right to choose, LGBT rights, a living wage, climate change ..… ",783203026500714496
1,Tillerson knew of the Exxon Scientist studies proving that Exxon was causing climate change. Does this moron actualâ€¦ ,959796986814914561
0,They could have used the Question  Formulation  Technique  to ask more of the @RightQuestion s… ,789305449132601344
1,Another consequence of global warming - perhaps ,953324608425549825
1,RT @NatureGeosci: Now in NGeo: Long-term retreat of individual glaciers constitutes categorical evidence for climate change…,809019749493415936
0,if climate change is 'real' then explain why it's cold rn? ðŸ˜‚ðŸ˜‚ðŸ’¯ðŸ¤”,956279412294668288
2,"Spring coming earlier in US because of climate change, scientists say - The Guardian http://t.co/9TfV9meOrx",654597788307726337
2,RT @nytimesworld: A plan to respond to climate change by building a city of floating islands in the South Pacific is moving forward.…,825957049523650560
-1,"RT @realDonaldTrump: It's not climate change,it's global warming.Don't let the dollar sucking wiseguys change names midstream because the fâ€¦",946569807377371136
1,"RT @trocaire: @richiejape  On Nov 29, we want to make Ireland’s biggest ever climate change march happen. Can u spread the word? ",659415491287654400
0,"#bbcqt
I don't want a leader that says 'Yes, I'll press it'. N Korea has one of them.
Still nuclear winter would counteract global warming",870745986653704193
1,"RT @PaulEDawson: Donald Trump's climate advisor doesn't know the single most important thing about global warming.
#ActOnClimate…",930791481740324864
1,"RT @peta2: FIGHT CLIMATE CHANGE! 🌍

#GoVeg🌱 http://t.co/xGp5qgIpLB",650015699704905728
-1,@JuliaHB1 @JamesDelingpole The lies told to support the anthropological global warming scam are legendary. We will… ,890144747926499332
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change ,798823756479143936
1,"RT @sciam: Exxon knew about climate change 11 years before it became a public issue, spent millions to promote misinformation ",658965944425971712
0,RT @teenagesleuth: HRC used Obama's time machine to start the Industrial Revolution so she could use climate change storms to make Texas re…,902388207836385281
-1,@BoogerBottom Iâ€™m ready for some good ole global warming sick of these below freezing temperatures,950945900737843205
2,"RT @Independent: Manhattan Project-sized effort is needed to prevent 'catastrophic' climate change, say scientists ",811215214150557696
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,798122074350833665
0,"RT @antoniodelotero: #debates 

hillary: donald doesn$q$t believe in global warming, he says it was created by the chinese

trump: i did n… ",780604150744842240
-1,"RT @DineshDSouza: Since heat &amp; cold are both taken as confirmation of global warming, what, if anything, can disprove this supposedly scienâ€¦",948000536384610304
1,People who deny climate change are hilarious because to deny climate change is to deny thermal expansion and then tâ€¦ ,957788736548409346
-1,RT @EcoSenseNow: RT @FBastiat1: Nobel Prize-Winning Scientist Says Obama Is  $q$ Wrong’ On Global Warming http://t.co/5IL2bLX11X @BrianLehrer…,634500557735108608
0,"RT @MarkusAWagner: Commenting on results of G-20 summit concerning trade, investment &amp; climate change on @FRANCE24. @warwickuni…",884005381667684352
2,RT @tan123: 'Thailand drought 2015: climate change impacts real' ,817925821998374912
-1,@sellis1994 but but the ice caps are melting and global warming caused the floods this time....that's what #CNN says....,831128374160527360
0,@RobHunterswords global warming I tell you,806331770362695680
1,RT @PrettyBitchEric: Damn that's wild RT @maaaaaadiison PSA the meat and dairy industry are the #1 contributor to climate change and def…,840693161940910080
0,@Rachel__Nichols global warming,794043603316183040
0,"Anybody want to tell @washingtonpost that being against global warming doesn't sell well in WI, PA, MI, IA, OH in J… ",815694720001253376
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change ,798652156244959232
1,RT @EnvDefenseFund: These stunning timelapse photos may just convince you about climate change. ,935258102936379392
1,What a speech!  ,704345565975420928
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,797919270848053248
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change ,798259201193676800
2,Credit rating agencies are miscalculating risks of climate change http://t.co/AqOpwGnqAQ http://t.co/weCzPE8KMk,614178296226451456
2,Moroccan vault protects seeds from climate change and war #RABAT #Morocco #seedbank ,800662233185484800
0,RT @IAMforstudents: Germaine Bryan now making his submission on climate change. He is one of the cofounders of the Integrity Action movÃ¢â‚¬Â¦,798330071010287616
0,Serious q: If GOP believes climate change isn't real why need 'clean' coal? If humans can't impact enviro why need coal to be 'clean'?,846918057855475712
0,"RT @cartoonmovement: #COP22 starts today, with more talk to combat climate change. TodayÃ¢â‚¬â„¢s cartoon by Salman Taheri:Ã¢â‚¬Â¦",795546870277963776
1,RT @EnvDefenseFund: Dear Scott Pruitt: Your assumptions about climate change are false and dangerous. The American people deserve better. hâ€¦,962966631495491584
0,Yeah larries are also the reason for global warming... what's new ,820073104248631296
0,RT @ChuckGrassley: 59ppl Sac City TM issues: sect 199/coops climate change infrastructure Steele food safety Mueller social security Pres Tâ€¦,953634042322223104
-1,@MMFlint the great global warming swindle,806444969141633024
0,RT @DailyMemeSuppIy: Unbelievable that Club Penguin is shutting down yet people still deny the impact of climate change on our planet,840201408611782657
2,RT @CBCNews: Extreme weather in 2014 blamed partly on man-made climate change ,663410334464544768
1,RT @billmckibben: @AquaShotsMedia really? did you spend hundreds of millions of dollars denying climate change? i don't think so.,911755637163360256
1,"RT @avansaun: Docs say climate change makes Americans sicker, while #GOP takes away #healthcare and ignores climate ",843929430456258560
0,"@amcp BBC Business Live crid:4lyyxf ... publicly, on issues of diversity, gender, climate change. I think they had already ...",961046619360759809
2,RT @CNN: Ivanka Trump is meeting with Al Gore today at Trump Tower to discuss climate change ,805818429815066624
0,This lady at my job keeps telling me my generation needs to fix global warming... idk if she thinks I'm a climate control concierge or what.,814177732397559808
0,wtf Brit ,613184888775294976
1,"RT @la__dee__da: If you live in Miami and don't believe in climate change, there's something wrong with you. (Cough cough @tedcruz)",870038552276545536
2,RT @thinkprogress: Trump's EPA pick recently called climate change a 'religious belief' ,831199422042218497
0,What if this is the angle with which we can create a coherent response to climate change?,793437009817640961
0,Global Warming Ancam Pelaksanaan Haji  ,659031275324506112
1,RT @SayHouseOfChi: it blows my mind that nearly 50% of American voters are voting for a moron who thinks climate change is a lie fabricatedÃ¢â‚¬Â¦,795773886285615105
2,Citizens' Assembly meeting over tackling climate change ,926809668164337665
1,The climate struggle is real: 10 biggest global warming stories of 2016 ,816022542154629120
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,797912058029338624
-1,"@chadfelixg Yes. And all these libs who are advocates for climate change, what have they done? Other than complain about republicans.",906868106441773057
2,Report helps scientists communicate how global warming is worsening natural disasters | John Abraham… ,806824309628907520
1,RT @bradplumer: Revising New York City's flood maps to account for climate change isn't as easy as it sounds. Excellent piece by @davidwcheâ€¦,953228947113816074
0,Next thing we'll see in a issues and articles that katy said/done something and it's contributing to global warming ��,903056156700143616
1,"Or barring that, use this ZOMG NO SNOW!!! to tie individual/city carbon footprint to climate change. Encourage biking/transit to event.",694221106610249728
-1,"Man, all this global warming is really creating some problems. ",953469237787615234
2,From #Miami to #Shanghai: 3C of #warming will leave world cities below sea level #global warming ,926415954971676672
1,RT @blkahn: Reminder: it's not just about one country. We're all in this climate change thing together ,892845388201418752
1,Denying climate change is the progress we're sharing some of the past. He deserves a ninth justice is fighting to watch President,827109974228738048
1,Finally taking concrete action against climate change? ,668989879091597313
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦,795643573450526720
2,RT @Slate: Is Trump going to purge the government of anyone who accepts climate change? Maybe! ,807494205530656768
1,RT @BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitiÃ¢â‚¬Â¦,795799806614638592
-1,"RT @TheRenewALL: 'Hello viewers of #CNN There is NO global warming'
Founder of weather channel to #CNNisISIS

#Trump #DrainTheSwamp…",875599279045320704
0,RT @yalepumpkinhead: #Yellowstone supervolcano ...I got your global warming ,953858346439688192
2,RT @bcleve19: Scientists just published an entire study refuting Scott Pruitt on climate change ,867465803301404673
1,RT @epjacobs: Scott Pruitt falsely says there’s “tremendous disagreement” about climate change. No one is this ignorant unless they’re paid…,839953569268772864
0,"@elevationng @subomiplumptre Will you be talking about the future of Christianity, politics, technology, climate change e.t.c?",659720941690298368
2,Five Solomon Islands Disappear Into the Pacific Ocean as a Result of Climate Change - ABC News ,734944103838814209
1,RT @jonahbusch: @AMNH The American Museum of Natural History @amnh does a great job of explaining climate change accurately in its other exâ€¦,951154229141438464
1,"RT @QuentinDempster: Hey @MrKRudd Good interview  @leighsales but you didn't mention climate change: it's bigger than terrorism, anti-de… ",811510780067647488
1,@fernhall22 so scary to think that global warming is happening quickly &amp; our current president doesn't even acknowledge this prob #uwleng110,839985241636917249
1,RT @Tristinham: No welcome to global warming is real ,938051851781582848
1,"RT @ibnlive: #ClimateForChange | Let’s take a look at how climate change can impact India
",670949212566061056
0,@ClimateOfGavin I believe I have a new weapon in the war against global warming would you be willing to review under non-disclosure?,913627854247673856
1,@safiorganics @01Kenyabiologics mitigating climate change with resilient business ideas ,962996529144442886
1,"RT @LeeCamp: 44% of bee populations died last year due to pesticides &amp; climate change. When the bees go, we go.",842848708832231424
1,@leahstokes that$q$s unfortunate. Residents in northern Labrador and the arctic will and are experiencing the effects of climate change,701896157321158656
2,"RT @IET_online: How does climate change affect 7,000-year-old mummies? 😮 Envirotech Online ",802464977974165504
1,RT @henryfountain: I like our country so much I feel compelled to tell people about what climate change is doing to it. ,900373157214683138
-1,NASA Study Shocks Left: “No Global Warming!” ,664574345201586176
2,"Boris Johnson 'continues to lobby' US on climate change, Trump's decision on Paris agreement looms ",870235778084941824
0,@mtobis @capitalweather The earlier and preferential use of climate/climatic change rather than global warming predâ€¦ ,956662586002481152
1,"If we seriously want to tackle climate change, why are we not building compact electric vehicles in Australia? ",879632304863301632
1,"So Iâ€™ve seen flooding, snow and now ice. Sure.. global warming is not real at all. I mean this is perfectly normalâ€¦ ",955490005551665154
0,"Chris: Who is it then that initially talked about climate change?
Me: * thinked for three seconds * ... The EuropeaÃ¢â‚¬Â¦ ",797840965046304770
0,@Benioff hows the global warming mtg going?,954488161874280448
1,The fact people are actually voting for a man who doesn't believe in climate change makes me wonder if people can get any fucking stupiderÃ°Å¸Ëœâ€š,796106875930480640
1,"Waking up to a bunch of alt right trolls commenting on my threads about human-caused climate change, saying itâ€™s naâ€¦ ",952652848172429312
1,RT @UN_Women: Souhad has seen how climate change disproportionately affects women in her village. Let's take action:…,855889107427479552
1,"Excited to present at the 1st UQBDA Conference at @GCITweet, talking on climate change &amp; fossil fuels in… ",780547731416682496
0,@AlanAshton10 @BjornLomborg @ClimateRealists I've nailed down the root cause of man-made global warming. It's calleâ€¦ ,961748503427985409
1,RT @PSchwartzstein: How climate change &amp; other environmental woes are afflicting Egypt's pharaonic treasures. My mini report from Luxor forâ€¦,953938403518832641
1,RT @ClimateDA: 'We're facing cataclysmic climate change' - @wardken on @TuckerCarlson #ClimateTrial #ValveTurners #FoxNews ,949463591169806336
1,#morningjoeTrump a double threat.Could end us fast with nukes.Or a bit slower by gutting climate change initiatives.,846691576319479808
-1,"@TuckerCarlson Tucker global warming its June 1st and its 55 degrees! This climate change is a scam! Obama,Clintons… ",870518895362297857
1,So here are the 12 most important things we are supposed to be doing to avoid the worst of climate change. I... ,931121840231190528
1,"RT @MobilizeClimate: 2016: not a great year for action against climate change, but an excellent one for visualizing what's happening. ",809849569135628288
2,RT @BuzzFeedNews: Some Republicans want their party to change their tune on climate change ,856924275579551745
0,@seattlepi global warming.,956971393291255812
1,RT @nareshinsandoha: @Gurmeetramrahim ji initiated Tree 🎄 Plantation Drive to save our environment from global warming. #MSDoing111WelfareW…,625656275787886592
1,RT @jennmperron: This is so #Vermont; love it. A Vermont nature diary documents down-to-earth signs of climate change -Boston Globe ,863837598829162498
1,RT @WBG_Cities: The secret strategy of Brazilian cities to fight climate change &amp; improve urban water quality: trees.…,931864424712781824
1,RT @techreview: In 2017 we got an up-close look at what scientists have warned for decades: climate change would make extreme events like dâ€¦,959311276894638080
-1,RT @MousseauJim: Ya now you are muzzling scientists that have proven the climate change is a scam. ,818217233428058112
2,"Apple, Google, Microsoft, and Amazon will continue to fight climate change despite Trump’s order ",847748688998834177
0,RT @perfectsliders: Professors don’t want climate change research seen by the public. Trying to block requests to see what kind of research…,888072165400215552
1,RT @Wild_Gramps: Climate change is the challenge of our time. Long-term research is the way we will establish how climate change wil…,832503397806780416
2,"RT @CarbonBubble: Climate change could trigger a financial crisis. $q$It is potentially a systemic risk$q$, says this top regulator… ",790509838761537536
1,"Whoa. Makes sense now why they wanted names of people working on climate change, don't it? ",817194001652744192
1,RT @RichardDawkins: President Trump may destroy America but maybe we can stop him destroying the world. Sign the climate change petition htÃ¢â‚¬Â¦,798952748830097408
1,"RT @PaulEMetz: Friend reminded me today: “climate change is a result of the greatest market failure that the world has seen”, as Sir Nichol…",857878583209058305
1,RT @SEIclimate: Transnational #climate change impacts: An entry point to enhanced global cooperation on #adaptation?Ã¢â‚¬Â¦,793297494704873472
-1,fuck cold weather. this why i polute so global warming will work faster and all year round ,948918435655938049
1,@Francin_P @jkenney Potholer54 released an entire playlist on climate change using his experience as a science repoâ€¦ ,955297545940586498
0,RT @DrSharonKing: Another global warming event in Atlanta today! @Carolde @LANURSE1 ,960656733105516544
1,"RT @CAREClimate: We MUST remain under #1o5C global warming, particularly to protect the most vulnerable! @TheCVF #CVF4ClimateAction.…",864785219865464832
1,"RT @WaittInstitute: 'To deny climate change is to procrastinate while the earth sinks.'
Roosevelt Skerrit, Prime Minister of Dominica. http…",914416856362037249
-1,"RT @atime4truth: @CillizzaCNN great, but nobody believes you actually abide by this. fact, man made global warming is a hoax and if…",922988249181802496
1,There is SO MUCH more evidence for human imposed climate change than there is for your God yet you consider the latter an undeniable truth??,822544146720325634
